0	0.000157742
1	0.0087197
2	0.00746933
3	0.00537491
4	0.00379096
5	0.00266326
6	0.00186586
7	0.00130272
8	0.000905434
9	0.000625588
10	0.000428926
11	0.00029118
12	0.000195145
13	0.000128613
14	8.29169e-05
15	5.1901e-05
16	3.11929e-05
17	1.76874e-05
18	9.18144e-06
19	4.11339e-06
20	1.37903e-06
21	1.99815e-07
22	2.92693e-08
23	4.86143e-07
24	1.30673e-06
25	2.31081e-06
26	3.37727e-06
27	4.42676e-06
28	5.40921e-06
29	6.29501e-06
30	7.06862e-06
31	7.72411e-06
32	8.26195e-06
33	8.68676e-06
34	9.0057e-06
35	9.22738e-06
36	9.36111e-06
37	9.41634e-06
38	9.40236e-06
39	9.32806e-06
40	9.20176e-06
41	9.03122e-06
42	8.82353e-06
43	8.58513e-06
44	8.32184e-06
45	8.03887e-06
46	7.74086e-06
47	7.43191e-06
48	7.11565e-06
49	6.79524e-06
50	6.47342e-06
51	6.15258e-06
52	5.83474e-06
53	5.52163e-06
54	5.21471e-06
55	4.91519e-06
56	4.62405e-06
57	4.34209e-06
58	4.06992e-06
59	3.80801e-06
60	3.55669e-06
61	3.31618e-06
62	3.08659e-06
63	2.86794e-06
64	2.66019e-06
65	2.46321e-06
66	2.27684e-06
67	2.10085e-06
68	1.935e-06
69	1.77899e-06
70	1.63251e-06
71	1.49524e-06
72	1.36682e-06
73	1.2469e-06
74	1.13511e-06
75	1.0311e-06
76	9.34503e-07
77	8.44945e-07
78	7.62072e-07
79	6.85531e-07
80	6.14975e-07
81	5.50066e-07
82	4.90478e-07
83	4.35892e-07
84	3.86002e-07
85	3.40512e-07
86	2.99138e-07
87	2.61609e-07
88	2.27665e-07
89	1.97056e-07
90	1.69549e-07
91	1.44917e-07
92	1.22949e-07
93	1.03443e-07
94	8.62075e-08
95	7.10636e-08
96	5.78419e-08
97	4.63828e-08
98	3.65368e-08
99	2.81633e-08
100	2.11311e-08
101	1.53171e-08
102	1.06065e-08
103	6.89244e-09
104	4.07522e-09
105	2.06228e-09
106	7.67703e-10
107	1.11899e-10
108	2.12308e-11
109	4.27701e-10
110	1.26863e-09
111	2.48632e-09
112	4.02781e-09
113	5.84452e-09
114	7.89203e-09
115	1.01298e-08
116	1.25209e-08
117	1.50318e-08
118	1.76322e-08
119	2.02946e-08
120	2.29943e-08
121	2.57092e-08
122	2.84195e-08
123	3.11077e-08
124	3.37581e-08
125	3.63571e-08
126	3.88927e-08
127	4.13545e-08
128	4.37336e-08
129	4.60224e-08
130	4.82147e-08
131	5.0305e-08
132	5.22894e-08
133	5.41644e-08
134	5.59276e-08
135	5.75775e-08
136	5.91129e-08
137	6.05337e-08
138	6.184e-08
139	6.30324e-08
140	6.41123e-08
141	6.50811e-08
142	6.59407e-08
143	6.66933e-08
144	6.73414e-08
145	6.78877e-08
146	6.8335e-08
147	6.86864e-08
148	6.89451e-08
149	6.91144e-08
150	6.91976e-08
151	6.91981e-08
152	6.91194e-08
153	6.89651e-08
154	6.87385e-08
155	6.84433e-08
156	6.80829e-08
157	6.76607e-08
158	6.71802e-08
159	6.66447e-08
160	6.60575e-08
161	6.54219e-08
162	6.47411e-08
163	6.40181e-08
164	6.32561e-08
165	6.24578e-08
166	6.16262e-08
167	6.07641e-08
168	5.9874e-08
169	5.89587e-08
170	5.80207e-08
171	5.70622e-08
172	5.60857e-08
173	5.50933e-08
174	5.40872e-08
175	5.30694e-08
176	5.20419e-08
177	5.10066e-08
178	4.99651e-08
179	4.89192e-08
180	4.78706e-08
181	4.68206e-08
182	4.57708e-08
183	4.47225e-08
184	4.3677e-08
185	4.26355e-08
186	4.15992e-08
187	4.0569e-08
188	3.95461e-08
189	3.85314e-08
190	3.75257e-08
191	3.65298e-08
192	3.55444e-08
193	3.45704e-08
194	3.36083e-08
195	3.26587e-08
196	3.17221e-08
197	3.0799e-08
198	2.98899e-08
199	2.89952e-08
200	2.81152e-08
201	2.72502e-08
202	2.64006e-08
203	2.55665e-08
204	2.47481e-08
205	2.39457e-08
206	2.31593e-08
207	2.23891e-08
208	2.16352e-08
209	2.08976e-08
210	2.01763e-08
211	1.94714e-08
212	1.87828e-08
213	1.81105e-08
214	1.74544e-08
215	1.68145e-08
216	1.61907e-08
217	1.55828e-08
218	1.49908e-08
219	1.44145e-08
220	1.38537e-08
221	1.33083e-08
222	1.27781e-08
223	1.2263e-08
224	1.17626e-08
225	1.1277e-08
226	1.08057e-08
227	1.03487e-08
228	9.90561e-09
229	9.47632e-09
230	9.06055e-09
